nil	cat	day	diff
69	Shop & Service	2014-09-07	11
69	Travel & Transport	2014-09-02	2
69	Travel & Transport	2014-09-03	6
69	Travel & Transport	2014-09-04	7
69	Travel & Transport	2014-09-05	4
69	Travel & Transport	2014-09-06	4
69	Travel & Transport	2014-09-07	1
7	Arts & Entertainment	2014-09-02	1
7	Arts & Entertainment	2014-09-03	2
7	Arts & Entertainment	2014-09-04	3
7	Arts & Entertainment	2014-09-05	3
7	Arts & Entertainment	2014-09-06	0
7	Arts & Entertainment	2014-09-07	7
7	College & University	2014-09-02	1
7	College & University	2014-09-03	0
7	College & University	2014-09-04	1
7	College & University	2014-09-05	2
7	College & University	2014-09-06	0
7	College & University	2014-09-07	0
7	Food	2014-09-02	9
7	Food	2014-09-03	29
7	Food	2014-09-04	20
7	Food	2014-09-05	35
7	Food	2014-09-06	25
7	Food	2014-09-07	15
7	Nightlife Spot	2014-09-02	3
7	Nightlife Spot	2014-09-03	9
7	Nightlife Spot	2014-09-04	8
7	Nightlife Spot	2014-09-05	5
7	Nightlife Spot	2014-09-06	6
7	Nightlife Spot	2014-09-07	4
7	Outdoors & Recreation	2014-09-02	3
7	Outdoors & Recreation	2014-09-03	6
7	Outdoors & Recreation	2014-09-04	5
7	Outdoors & Recreation	2014-09-05	2
7	Outdoors & Recreation	2014-09-06	0
7	Outdoors & Recreation	2014-09-07	4
7	Professional & Other Places	2014-09-02	3
7	Professional & Other Places	2014-09-03	17
7	Professional & Other Places	2014-09-04	17
7	Professional & Other Places	2014-09-05	13
7	Professional & Other Places	2014-09-06	14
7	Professional & Other Places	2014-09-07	8
7	Shop & Service	2014-09-02	4
7	Shop & Service	2014-09-03	7
7	Shop & Service	2014-09-04	4
7	Shop & Service	2014-09-05	3
7	Shop & Service	2014-09-06	3
7	Shop & Service	2014-09-07	8
7	Travel & Transport	2014-09-02	5
7	Travel & Transport	2014-09-03	5
7	Travel & Transport	2014-09-04	4
7	Travel & Transport	2014-09-05	4
7	Travel & Transport	2014-09-06	8
7	Travel & Transport	2014-09-07	1
70	Arts & Entertainment	2014-09-02	0
70	Arts & Entertainment	2014-09-03	0
70	Arts & Entertainment	2014-09-04	0
70	Arts & Entertainment	2014-09-05	0
70	Arts & Entertainment	2014-09-06	0
70	Arts & Entertainment	2014-09-07	1
70	Food	2014-09-02	0
70	Food	2014-09-03	0
70	Food	2014-09-04	1
70	Food	2014-09-05	2
70	Food	2014-09-06	3
70	Food	2014-09-07	10
70	Nightlife Spot	2014-09-02	1
70	Nightlife Spot	2014-09-03	1
70	Nightlife Spot	2014-09-04	1
70	Nightlife Spot	2014-09-05	1
70	Nightlife Spot	2014-09-06	0
70	Nightlife Spot	2014-09-07	1
70	Outdoors & Recreation	2014-09-02	0
70	Outdoors & Recreation	2014-09-03	2
70	Outdoors & Recreation	2014-09-04	1
70	Outdoors & Recreation	2014-09-05	0
70	Outdoors & Recreation	2014-09-06	1
70	Outdoors & Recreation	2014-09-07	0
70	Professional & Other Places	2014-09-02	0
70	Professional & Other Places	2014-09-03	1
70	Professional & Other Places	2014-09-04	2
70	Professional & Other Places	2014-09-05	1
70	Professional & Other Places	2014-09-06	3
70	Professional & Other Places	2014-09-07	0
70	Shop & Service	2014-09-02	4
70	Shop & Service	2014-09-03	3
70	Shop & Service	2014-09-04	4
70	Shop & Service	2014-09-05	5
70	Shop & Service	2014-09-06	4
70	Shop & Service	2014-09-07	4
71	Arts & Entertainment	2014-09-02	0
71	Arts & Entertainment	2014-09-03	0
71	Arts & Entertainment	2014-09-04	0
71	Arts & Entertainment	2014-09-05	0
71	Arts & Entertainment	2014-09-06	1
71	Arts & Entertainment	2014-09-07	0
71	Food	2014-09-02	2
71	Food	2014-09-03	2
71	Food	2014-09-04	3
71	Food	2014-09-05	5
71	Food	2014-09-06	7
71	Food	2014-09-07	4
71	Outdoors & Recreation	2014-09-02	1
71	Outdoors & Recreation	2014-09-03	1
71	Outdoors & Recreation	2014-09-04	0
71	Outdoors & Recreation	2014-09-05	2
71	Outdoors & Recreation	2014-09-06	0
71	Outdoors & Recreation	2014-09-07	3
71	Professional & Other Places	2014-09-02	4
71	Professional & Other Places	2014-09-03	2
71	Professional & Other Places	2014-09-04	1
71	Professional & Other Places	2014-09-05	0
71	Professional & Other Places	2014-09-06	0
71	Professional & Other Places	2014-09-07	1
71	Shop & Service	2014-09-02	1
71	Shop & Service	2014-09-03	1
71	Shop & Service	2014-09-04	5
71	Shop & Service	2014-09-05	2638
71	Shop & Service	2014-09-06	4
71	Shop & Service	2014-09-07	16
71	Travel & Transport	2014-09-02	1
71	Travel & Transport	2014-09-03	1
71	Travel & Transport	2014-09-04	1
71	Travel & Transport	2014-09-05	1
71	Travel & Transport	2014-09-06	0
71	Travel & Transport	2014-09-07	5
72	Food	2014-09-02	0
72	Food	2014-09-03	7
72	Food	2014-09-04	2
72	Food	2014-09-05	3
72	Food	2014-09-06	4
72	Food	2014-09-07	1
72	Nightlife Spot	2014-09-02	0
72	Nightlife Spot	2014-09-03	0
72	Nightlife Spot	2014-09-04	0
72	Nightlife Spot	2014-09-05	0
72	Nightlife Spot	2014-09-06	1
72	Nightlife Spot	2014-09-07	0
72	Professional & Other Places	2014-09-02	1
72	Professional & Other Places	2014-09-03	6
72	Professional & Other Places	2014-09-04	4
72	Professional & Other Places	2014-09-05	4
72	Professional & Other Places	2014-09-06	7
72	Professional & Other Places	2014-09-07	0
72	Shop & Service	2014-09-02	2
72	Shop & Service	2014-09-03	4
72	Shop & Service	2014-09-04	1
72	Shop & Service	2014-09-05	6
72	Shop & Service	2014-09-06	0
72	Shop & Service	2014-09-07	2
73	Professional & Other Places	2014-09-02	0
73	Professional & Other Places	2014-09-03	1
73	Professional & Other Places	2014-09-04	0
73	Professional & Other Places	2014-09-05	0
73	Professional & Other Places	2014-09-06	0
73	Professional & Other Places	2014-09-07	0
73	Travel & Transport	2014-09-02	0
73	Travel & Transport	2014-09-03	1
73	Travel & Transport	2014-09-04	0
73	Travel & Transport	2014-09-05	0
73	Travel & Transport	2014-09-06	0
73	Travel & Transport	2014-09-07	1
74	Outdoors & Recreation	2014-09-02	0
74	Outdoors & Recreation	2014-09-03	1
74	Outdoors & Recreation	2014-09-04	1
74	Outdoors & Recreation	2014-09-05	0
74	Outdoors & Recreation	2014-09-06	0
74	Outdoors & Recreation	2014-09-07	0
74	Professional & Other Places	2014-09-02	1
74	Professional & Other Places	2014-09-03	2
74	Professional & Other Places	2014-09-04	0
74	Professional & Other Places	2014-09-05	0
74	Professional & Other Places	2014-09-06	2
74	Professional & Other Places	2014-09-07	0
75	Arts & Entertainment	2014-09-02	0
75	Arts & Entertainment	2014-09-03	0
75	Arts & Entertainment	2014-09-04	0
75	Arts & Entertainment	2014-09-05	0
75	Arts & Entertainment	2014-09-06	0
75	Arts & Entertainment	2014-09-07	1
75	Travel & Transport	2014-09-02	0
75	Travel & Transport	2014-09-03	2
75	Travel & Transport	2014-09-04	0
75	Travel & Transport	2014-09-05	2
75	Travel & Transport	2014-09-06	1
75	Travel & Transport	2014-09-07	5
76	Food	2014-09-02	0
76	Food	2014-09-03	0
76	Food	2014-09-04	0
76	Food	2014-09-05	0
76	Food	2014-09-06	0
76	Food	2014-09-07	1
76	Outdoors & Recreation	2014-09-02	2
76	Outdoors & Recreation	2014-09-03	2
76	Outdoors & Recreation	2014-09-04	0
76	Outdoors & Recreation	2014-09-05	0
76	Outdoors & Recreation	2014-09-06	0
76	Outdoors & Recreation	2014-09-07	2
76	Travel & Transport	2014-09-02	0
76	Travel & Transport	2014-09-03	0
76	Travel & Transport	2014-09-04	1
76	Travel & Transport	2014-09-05	0
76	Travel & Transport	2014-09-06	0
76	Travel & Transport	2014-09-07	1
77	College & University	2014-09-02	3
77	College & University	2014-09-03	4
77	College & University	2014-09-04	7
77	College & University	2014-09-05	6
77	College & University	2014-09-06	10
77	College & University	2014-09-07	1
77	Food	2014-09-02	1
77	Food	2014-09-03	0
77	Food	2014-09-04	3
77	Food	2014-09-05	7
77	Food	2014-09-06	6
77	Food	2014-09-07	8
77	Outdoors & Recreation	2014-09-02	2
77	Outdoors & Recreation	2014-09-03	0
77	Outdoors & Recreation	2014-09-04	1
77	Outdoors & Recreation	2014-09-05	2
77	Outdoors & Recreation	2014-09-06	2
77	Outdoors & Recreation	2014-09-07	0
77	Professional & Other Places	2014-09-02	1
77	Professional & Other Places	2014-09-03	1
77	Professional & Other Places	2014-09-04	3
77	Professional & Other Places	2014-09-05	1
77	Professional & Other Places	2014-09-06	0
77	Professional & Other Places	2014-09-07	0
77	Shop & Service	2014-09-02	0
77	Shop & Service	2014-09-03	0
77	Shop & Service	2014-09-04	0
77	Shop & Service	2014-09-05	0
77	Shop & Service	2014-09-06	1
77	Shop & Service	2014-09-07	0
77	Travel & Transport	2014-09-02	3
77	Travel & Transport	2014-09-03	1
77	Travel & Transport	2014-09-04	3
77	Travel & Transport	2014-09-05	1
77	Travel & Transport	2014-09-06	0
77	Travel & Transport	2014-09-07	1
78	Food	2014-09-02	1
78	Food	2014-09-03	2
78	Food	2014-09-04	2
78	Food	2014-09-05	4
78	Food	2014-09-06	4
78	Food	2014-09-07	5
78	Nightlife Spot	2014-09-02	0
78	Nightlife Spot	2014-09-03	1
78	Nightlife Spot	2014-09-04	1
78	Nightlife Spot	2014-09-05	1
78	Nightlife Spot	2014-09-06	1
78	Nightlife Spot	2014-09-07	3
78	Professional & Other Places	2014-09-02	1
78	Professional & Other Places	2014-09-03	7
78	Professional & Other Places	2014-09-04	4
78	Professional & Other Places	2014-09-05	9
78	Professional & Other Places	2014-09-06	8
78	Professional & Other Places	2014-09-07	3
78	Shop & Service	2014-09-02	2
78	Shop & Service	2014-09-03	4
78	Shop & Service	2014-09-04	3
78	Shop & Service	2014-09-05	1
78	Shop & Service	2014-09-06	1
78	Shop & Service	2014-09-07	1
78	Travel & Transport	2014-09-02	5
78	Travel & Transport	2014-09-03	1
78	Travel & Transport	2014-09-04	0
78	Travel & Transport	2014-09-05	4
78	Travel & Transport	2014-09-06	5
78	Travel & Transport	2014-09-07	3
79	College & University	2014-09-02	0
79	College & University	2014-09-03	0
79	College & University	2014-09-04	1
79	College & University	2014-09-05	0
79	College & University	2014-09-06	0
79	College & University	2014-09-07	0
79	Food	2014-09-02	1
79	Food	2014-09-03	5
79	Food	2014-09-04	6
79	Food	2014-09-05	6
79	Food	2014-09-06	5
79	Food	2014-09-07	0
79	Nightlife Spot	2014-09-02	0
79	Nightlife Spot	2014-09-03	0
79	Nightlife Spot	2014-09-04	1
79	Nightlife Spot	2014-09-05	0
79	Nightlife Spot	2014-09-06	0
79	Nightlife Spot	2014-09-07	0
79	Outdoors & Recreation	2014-09-02	0
79	Outdoors & Recreation	2014-09-03	2
79	Outdoors & Recreation	2014-09-04	0
79	Outdoors & Recreation	2014-09-05	1
79	Outdoors & Recreation	2014-09-06	0
79	Outdoors & Recreation	2014-09-07	3
79	Professional & Other Places	2014-09-02	1
79	Professional & Other Places	2014-09-03	11
79	Professional & Other Places	2014-09-04	11
79	Professional & Other Places	2014-09-05	10
79	Professional & Other Places	2014-09-06	10
79	Professional & Other Places	2014-09-07	1
79	Shop & Service	2014-09-02	2
79	Shop & Service	2014-09-03	4
79	Shop & Service	2014-09-04	5
79	Shop & Service	2014-09-05	3
79	Shop & Service	2014-09-06	5
79	Shop & Service	2014-09-07	1
79	Travel & Transport	2014-09-02	0
79	Travel & Transport	2014-09-03	0
79	Travel & Transport	2014-09-04	1
79	Travel & Transport	2014-09-05	2
79	Travel & Transport	2014-09-06	0
79	Travel & Transport	2014-09-07	1
8	Arts & Entertainment	2014-09-02	0
8	Arts & Entertainment	2014-09-03	10
8	Arts & Entertainment	2014-09-04	3
8	Arts & Entertainment	2014-09-05	4
8	Arts & Entertainment	2014-09-06	11
8	Arts & Entertainment	2014-09-07	14
8	Food	2014-09-02	1
8	Food	2014-09-03	1
8	Food	2014-09-04	0
8	Food	2014-09-05	1
8	Food	2014-09-06	0
8	Food	2014-09-07	2
8	Nightlife Spot	2014-09-02	0
8	Nightlife Spot	2014-09-03	6
8	Nightlife Spot	2014-09-04	5
8	Nightlife Spot	2014-09-05	30
8	Nightlife Spot	2014-09-06	3
8	Nightlife Spot	2014-09-07	17
8	Outdoors & Recreation	2014-09-02	4
8	Outdoors & Recreation	2014-09-03	9
8	Outdoors & Recreation	2014-09-04	9
8	Outdoors & Recreation	2014-09-05	21
8	Outdoors & Recreation	2014-09-06	15
8	Outdoors & Recreation	2014-09-07	34
8	Professional & Other Places	2014-09-02	0
8	Professional & Other Places	2014-09-03	1
8	Professional & Other Places	2014-09-04	1
8	Professional & Other Places	2014-09-05	2
8	Professional & Other Places	2014-09-06	0
8	Professional & Other Places	2014-09-07	0
8	Travel & Transport	2014-09-02	3
8	Travel & Transport	2014-09-03	4
8	Travel & Transport	2014-09-04	6
8	Travel & Transport	2014-09-05	2
8	Travel & Transport	2014-09-06	3
8	Travel & Transport	2014-09-07	1
80	Food	2014-09-02	2
80	Food	2014-09-03	2
80	Food	2014-09-04	0
80	Food	2014-09-05	4
80	Food	2014-09-06	0
80	Food	2014-09-07	0
80	Outdoors & Recreation	2014-09-02	1
80	Outdoors & Recreation	2014-09-03	2
80	Outdoors & Recreation	2014-09-04	2
80	Outdoors & Recreation	2014-09-05	4
80	Outdoors & Recreation	2014-09-06	1
80	Outdoors & Recreation	2014-09-07	4
80	Professional & Other Places	2014-09-02	0
80	Professional & Other Places	2014-09-03	1
80	Professional & Other Places	2014-09-04	2
80	Professional & Other Places	2014-09-05	1
80	Professional & Other Places	2014-09-06	2
80	Professional & Other Places	2014-09-07	0
80	Shop & Service	2014-09-02	0
80	Shop & Service	2014-09-03	3
80	Shop & Service	2014-09-04	0
80	Shop & Service	2014-09-05	1
80	Shop & Service	2014-09-06	2
80	Shop & Service	2014-09-07	1
80	Travel & Transport	2014-09-02	0
80	Travel & Transport	2014-09-03	3
80	Travel & Transport	2014-09-04	2
80	Travel & Transport	2014-09-05	3
80	Travel & Transport	2014-09-06	1
80	Travel & Transport	2014-09-07	2
81	Professional & Other Places	2014-09-02	1
81	Professional & Other Places	2014-09-03	0
81	Professional & Other Places	2014-09-04	0
81	Professional & Other Places	2014-09-05	0
81	Professional & Other Places	2014-09-06	0
81	Professional & Other Places	2014-09-07	0
81	Shop & Service	2014-09-02	0
81	Shop & Service	2014-09-03	0
81	Shop & Service	2014-09-04	2
81	Shop & Service	2014-09-05	1
81	Shop & Service	2014-09-06	0
81	Shop & Service	2014-09-07	0
81	Travel & Transport	2014-09-02	0
81	Travel & Transport	2014-09-03	2
81	Travel & Transport	2014-09-04	1
81	Travel & Transport	2014-09-05	0
81	Travel & Transport	2014-09-06	3
81	Travel & Transport	2014-09-07	0
82	Nightlife Spot	2014-09-02	0
82	Nightlife Spot	2014-09-03	0
82	Nightlife Spot	2014-09-04	0
82	Nightlife Spot	2014-09-05	2
82	Nightlife Spot	2014-09-06	0
82	Nightlife Spot	2014-09-07	0
82	Outdoors & Recreation	2014-09-02	0
82	Outdoors & Recreation	2014-09-03	0
82	Outdoors & Recreation	2014-09-04	0
82	Outdoors & Recreation	2014-09-05	0
82	Outdoors & Recreation	2014-09-06	1
82	Outdoors & Recreation	2014-09-07	0
82	Professional & Other Places	2014-09-02	0
82	Professional & Other Places	2014-09-03	1
82	Professional & Other Places	2014-09-04	1
82	Professional & Other Places	2014-09-05	0
82	Professional & Other Places	2014-09-06	1
82	Professional & Other Places	2014-09-07	0
83	Food	2014-09-02	0
83	Food	2014-09-03	1
83	Food	2014-09-04	0
83	Food	2014-09-05	0
83	Food	2014-09-06	1
83	Food	2014-09-07	0
83	Outdoors & Recreation	2014-09-02	0
83	Outdoors & Recreation	2014-09-03	0
83	Outdoors & Recreation	2014-09-04	0
83	Outdoors & Recreation	2014-09-05	1
83	Outdoors & Recreation	2014-09-06	0
83	Outdoors & Recreation	2014-09-07	1
83	Professional & Other Places	2014-09-02	0
83	Professional & Other Places	2014-09-03	0
83	Professional & Other Places	2014-09-04	1
83	Professional & Other Places	2014-09-05	0
83	Professional & Other Places	2014-09-06	0
83	Professional & Other Places	2014-09-07	0
83	Travel & Transport	2014-09-02	0
83	Travel & Transport	2014-09-03	0
83	Travel & Transport	2014-09-04	0
83	Travel & Transport	2014-09-05	0
83	Travel & Transport	2014-09-06	0
83	Travel & Transport	2014-09-07	2
84	Arts & Entertainment	2014-09-02	0
84	Arts & Entertainment	2014-09-03	1
84	Arts & Entertainment	2014-09-04	1
84	Arts & Entertainment	2014-09-05	0
84	Arts & Entertainment	2014-09-06	0
84	Arts & Entertainment	2014-09-07	1
84	Outdoors & Recreation	2014-09-02	0
84	Outdoors & Recreation	2014-09-03	1
84	Outdoors & Recreation	2014-09-04	0
84	Outdoors & Recreation	2014-09-05	2
84	Outdoors & Recreation	2014-09-06	0
84	Outdoors & Recreation	2014-09-07	4
84	Professional & Other Places	2014-09-02	0
84	Professional & Other Places	2014-09-03	0
84	Professional & Other Places	2014-09-04	1
84	Professional & Other Places	2014-09-05	0
84	Professional & Other Places	2014-09-06	0
84	Professional & Other Places	2014-09-07	0
85	Food	2014-09-02	0
85	Food	2014-09-03	4
85	Food	2014-09-04	1
85	Food	2014-09-05	1
85	Food	2014-09-06	0
85	Food	2014-09-07	3
85	Outdoors & Recreation	2014-09-02	0
85	Outdoors & Recreation	2014-09-03	0
85	Outdoors & Recreation	2014-09-04	0
85	Outdoors & Recreation	2014-09-05	0
85	Outdoors & Recreation	2014-09-06	0
85	Outdoors & Recreation	2014-09-07	1
85	Professional & Other Places	2014-09-02	1
85	Professional & Other Places	2014-09-03	0
85	Professional & Other Places	2014-09-04	0
85	Professional & Other Places	2014-09-05	1
85	Professional & Other Places	2014-09-06	1
85	Professional & Other Places	2014-09-07	0
87	Food	2014-09-02	0
87	Food	2014-09-03	0
87	Food	2014-09-04	0
87	Food	2014-09-05	1
87	Food	2014-09-06	0
87	Food	2014-09-07	1
87	Outdoors & Recreation	2014-09-02	0
87	Outdoors & Recreation	2014-09-03	0
87	Outdoors & Recreation	2014-09-04	0
87	Outdoors & Recreation	2014-09-05	0
87	Outdoors & Recreation	2014-09-06	0
87	Outdoors & Recreation	2014-09-07	2
87	Professional & Other Places	2014-09-02	0
87	Professional & Other Places	2014-09-03	1
87	Professional & Other Places	2014-09-04	0
87	Professional & Other Places	2014-09-05	0
87	Professional & Other Places	2014-09-06	0
87	Professional & Other Places	2014-09-07	0
87	Travel & Transport	2014-09-02	0
87	Travel & Transport	2014-09-03	0
87	Travel & Transport	2014-09-04	1
87	Travel & Transport	2014-09-05	0
87	Travel & Transport	2014-09-06	0
87	Travel & Transport	2014-09-07	0
88	Food	2014-09-02	0
88	Food	2014-09-03	0
88	Food	2014-09-04	0
88	Food	2014-09-05	0
88	Food	2014-09-06	1
88	Food	2014-09-07	0
88	Outdoors & Recreation	2014-09-02	0
88	Outdoors & Recreation	2014-09-03	1
88	Outdoors & Recreation	2014-09-04	0
88	Outdoors & Recreation	2014-09-05	1
88	Outdoors & Recreation	2014-09-06	2
88	Outdoors & Recreation	2014-09-07	2
88	Professional & Other Places	2014-09-02	0
88	Professional & Other Places	2014-09-03	0
88	Professional & Other Places	2014-09-04	0
88	Professional & Other Places	2014-09-05	0
88	Professional & Other Places	2014-09-06	2
88	Professional & Other Places	2014-09-07	0
88	Shop & Service	2014-09-02	0
88	Shop & Service	2014-09-03	2
88	Shop & Service	2014-09-04	2
88	Shop & Service	2014-09-05	0
88	Shop & Service	2014-09-06	4
88	Shop & Service	2014-09-07	4
9	Arts & Entertainment	2014-09-02	0
9	Arts & Entertainment	2014-09-03	0
9	Arts & Entertainment	2014-09-04	0
9	Arts & Entertainment	2014-09-05	1
9	Arts & Entertainment	2014-09-06	0
9	Arts & Entertainment	2014-09-07	1
9	Food	2014-09-02	9
9	Food	2014-09-03	13
9	Food	2014-09-04	20
9	Food	2014-09-05	20
9	Food	2014-09-06	25
9	Food	2014-09-07	23
9	Nightlife Spot	2014-09-02	2
9	Nightlife Spot	2014-09-03	2
9	Nightlife Spot	2014-09-04	3
9	Nightlife Spot	2014-09-05	2
9	Nightlife Spot	2014-09-06	8
9	Nightlife Spot	2014-09-07	10
9	Outdoors & Recreation	2014-09-02	3
9	Outdoors & Recreation	2014-09-03	5
9	Outdoors & Recreation	2014-09-04	8
9	Outdoors & Recreation	2014-09-05	17
9	Outdoors & Recreation	2014-09-06	11
9	Outdoors & Recreation	2014-09-07	24
9	Professional & Other Places	2014-09-02	1
9	Professional & Other Places	2014-09-03	13
9	Professional & Other Places	2014-09-04	4
9	Professional & Other Places	2014-09-05	10
9	Professional & Other Places	2014-09-06	11
9	Professional & Other Places	2014-09-07	7
9	Residence	2014-09-02	0
9	Residence	2014-09-03	0
9	Residence	2014-09-04	1
9	Residence	2014-09-05	2
9	Residence	2014-09-06	0
9	Residence	2014-09-07	2
9	Shop & Service	2014-09-02	19
9	Shop & Service	2014-09-03	22
9	Shop & Service	2014-09-04	23
9	Shop & Service	2014-09-05	23
9	Shop & Service	2014-09-06	29
9	Shop & Service	2014-09-07	44
9	Travel & Transport	2014-09-02	13
9	Travel & Transport	2014-09-03	15
9	Travel & Transport	2014-09-04	27
9	Travel & Transport	2014-09-05	21
9	Travel & Transport	2014-09-06	37
9	Travel & Transport	2014-09-07	19
